County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Butte,5/1/20,17,0,0,1,0,1
Calaveras,5/1/20,13,0,0,1,0,0
Colusa,5/1/20,3,0,1,0,1,0
Contra Costa,5/1/20,915,28,21,37,8,7
Del Norte,5/1/20,3,0,0,0,0,0
El Dorado,5/1/20,47,0,0,2,0,1
Fresno,5/1/20,617,8,44,28,18,3
Glenn,5/1/20,4,0,0,0,0,0
Humboldt,5/1/20,54,0,0,5,0,0
Imperial,5/1/20,337,9,36,3,14,1
Inyo,5/1/20,20,1,0,0,0,0
Kern,5/1/20,972,8,35,13,19,0
Kings,5/1/20,112,1,11,0,2,0
Lake,5/1/20,6,0,0,2,0,1
Lassen,5/1/20,0,0,0,0,0,0
Los Angeles,5/1/20,24306,1172,1884,511,606,98
Madera,5/1/20,46,2,0,0,0,0
Marin,5/1/20,242,13,0,5,0,0
Mariposa,5/1/20,10,0,0,2,0,0
Mendocino,5/1/20,11,0,0,0,0,0
Merced,5/1/20,131,3,4,1,1,0
Modoc,5/1/20,0,0,0,0,0,0
Mono,5/1/20,25,1,0,0,0,0
Monterey,5/1/20,222,5,7,1,3,1
Napa,5/1/20,69,2,0,2,0,0
Nevada,5/1/20,41,1,0,1,0,1
Orange,5/1/20,2660,51,218,101,62,23
Placer,5/1/20,149,8,5,15,2,2
Plumas,5/1/20,4,0,0,0,0,0
Riverside,5/1/20,3893,167,210,152,83,39
Sacramento,5/1/20,1081,43,35,29,14,4
San Benito,5/1/20,49,2,1,0,0,0
San Bernardino,5/1/20,2084,98,157,106,55,15
San Diego,5/1/20,3713,150,290,60,123,11
San Francisco,5/1/20,1552,29,86,14,32,0
San Joaquin,5/1/20,554,25,17,16,9,5
San Luis Obispo,5/1/20,186,1,3,4,1,2
San Mateo,5/1/20,1222,52,48,12,15,3
Santa Barbara,5/1/20,499,8,28,10,13,2
Santa Clara,5/1/20,2176,113,97,43,38,6
Santa Cruz,5/1/20,127,2,3,1,2,0
Shasta,5/1/20,31,4,1,0,1,0
Sierra,5/1/20,0,0,0,0,0,0
Siskiyou,5/1/20,5,0,0,2,0,0
Solano,5/1/20,266,5,10,11,6,3
Sonoma,5/1/20,242,3,4,15,1,4
Stanislaus,5/1/20,384,13,35,19,2,3
Sutter,5/1/20,28,2,0,0,0,0
Tehama,5/1/20,1,1,0,0,0,0
Trinity,5/1/20,0,0,0,0,0,0
Tulare,5/1/20,685,40,28,2,5,2
Tuolumne,5/1/20,3,0,0,0,0,0
Unassigned,5/1/20,4,0,0,0,0,0
Ventura,5/1/20,556,18,29,12,10,4
Yolo,5/1/20,165,18,0,0,0,0
Yuba,5/1/20,16,1,0,0,0,0
Alameda,5/2/20,1678,63,73,59,31,7
Alpine,5/2/20,1,0,0,0,0,0
Amador,5/2/20,8,0,0,0,0,0
Butte,5/2/20,17,0,0,0,0,0
Calaveras,5/2/20,13,0,0,1,0,1
Colusa,5/2/20,3,0,1,0,1,0
Contra Costa,5/2/20,929,28,20,45,9,8
Del Norte,5/2/20,3,0,0,0,0,0
El Dorado,5/2/20,47,0,0,2,0,1
Fresno,5/2/20,629,8,45,36,17,2
Glenn,5/2/20,5,0,0,0,0,0
Humboldt,5/2/20,54,0,0,5,0,0
Imperial,5/2/20,345,9,36,3,14,1
Inyo,5/2/20,20,1,0,0,0,0
Kern,5/2/20,1007,8,36,7,19,1
Kings,5/2/20,120,1,9,1,2,0
Lake,5/2/20,7,0,0,0,0,0
Lassen,5/2/20,0,0,0,0,0,0
Los Angeles,5/2/20,24955,1209,1819,561,599,105
Madera,5/2/20,46,2,0,0,0,0
Marin,5/2/20,243,13,0,11,0,0
Mariposa,5/2/20,13,0,0,0,0,0
Mendocino,5/2/20,10,0,0,0,0,0
Merced,5/2/20,131,3,4,4,2,0
Modoc,5/2/20,0,0,0,0,0,0
Mono,5/2/20,25,1,0,0,0,0
Monterey,5/2/20,225,6,8,3,3,2
Napa,5/2/20,71,2,0,1,0,0
Nevada,5/2/20,41,1,0,2,0,1
Orange,5/2/20,2774,52,215,107,64,34
Placer,5/2/20,150,8,5,23,2,4
Plumas,5/2/20,4,0,0,0,0,0
Riverside,5/2/20,3997,167,211,126,78,31
Sacramento,5/2/20,1097,43,23,35,16,10
San Benito,5/2/20,49,2,1,0,0,0
San Bernardino,5/2/20,2124,99,144,116,55,22
San Diego,5/2/20,3844,150,289,68,123,18
San Francisco,5/2/20,1632,29,81,27,29,7
San Joaquin,5/2/20,559,25,17,16,9,6
San Luis Obispo,5/2/20,193,1,3,10,1,4
San Mateo,5/2/20,1272,52,48,13,16,1
Santa Barbara,5/2/20,506,8,25,11,13,4
Santa Clara,5/2/20,2203,115,95,36,40,6
Santa Cruz,5/2/20,131,2,3,0,1,0
Shasta,5/2/20,31,4,0,0,0,0
Sierra,5/2/20,0,0,0,0,0,0
Siskiyou,5/2/20,5,0,0,0,0,0
Solano,5/2/20,267,5,14,15,7,6
Sonoma,5/2/20,250,3,3,14,2,1
Stanislaus,5/2/20,388,14,36,30,1,7
Sutter,5/2/20,28,2,0,0,0,0
Tehama,5/2/20,1,1,0,0,0,0
Trinity,5/2/20,0,0,0,0,0,0
Tulare,5/2/20,711,40,28,2,5,2
Tuolumne,5/2/20,3,0,0,0,0,0
Unassigned,5/2/20,2,0,0,0,0,0
Ventura,5/2/20,564,19,26,26,10,7
Yolo,5/2/20,169,18,0,0,0,0
Yuba,5/2/20,16,1,0,0,0,0
Alameda,5/3/20,1731,65,73,62,33,15
Alpine,5/3/20,1,0,0,0,0,0
Amador,5/3/20,8,0,0,0,0,0
Butte,5/3/20,17,0,0,2,0,0
Calaveras,5/3/20,13,0,0,1,0,1
Colusa,5/3/20,3,0,1,0,1,0
Contra Costa,5/3/20,945,28,20,44,8,7
Del Norte,5/3/20,3,0,0,0,0,0
El Dorado,5/3/20,49,0,0,2,0,1
Fresno,5/3/20,646,8,45,43,18,4
Glenn,5/3/20,5,0,0,0,0,0
Humboldt,5/3/20,54,0,1,2,0,0
Imperial,5/3/20,351,9,39,5,13,1
Inyo,5/3/20,20,1,0,1,0,0
Kern,5/3/20,1025,8,30,12,16,2
Kings,5/3/20,137,1,9,1,2,0
Lake,5/3/20,7,0,0,3,0,1
Lassen,5/3/20,0,0,0,0,0,0
Los Angeles,5/3/20,25708,1229,1779,520,599,95
Madera,5/3/20,46,2,0,0,0,0
Marin,5/3/20,243,13,0,6,0,0
Mariposa,5/3/20,13,0,0,0,0,0
Mendocino,5/3/20,10,0,0,0,0,0
Merced,5/3/20,134,3,6,3,4,0
Modoc,5/3/20,0,0,0,0,0,0
Mono,5/3/20,25,1,0,0,0,0
Monterey,5/3/20,235,6,7,1,3,1
Napa,5/3/20,72,2,0,0,0,0
Nevada,5/3/20,41,1,0,1,0,0
Orange,5/3/20,2859,55,218,90,66,25
Placer,5/3/20,161,8,7,12,2,4
Plumas,5/3/20,4,0,0,2,0,0
Riverside,5/3/20,4034,176,217,132,78,34
Sacramento,5/3/20,1109,43,26,31,16,12
San Benito,5/3/20,49,2,0,0,0,0
San Bernardino,5/3/20,2123,99,154,100,59,16
San Diego,5/3/20,3929,150,276,76,125,20
San Francisco,5/3/20,1692,30,83,18,30,4
San Joaquin,5/3/20,570,26,17,18,9,6
San Luis Obispo,5/3/20,200,1,4,5,1,3
San Mateo,5/3/20,1277,53,47,14,16,2
Santa Barbara,5/3/20,512,8,28,6,14,1
Santa Clara,5/3/20,2235,116,93,39,40,7
Santa Cruz,5/3/20,133,2,3,0,1,0
Shasta,5/3/20,31,4,0,0,0,0
Sierra,5/3/20,0,0,0,0,0,0
Siskiyou,5/3/20,5,0,0,0,0,0
Solano,5/3/20,266,5,14,11,8,1
Sonoma,5/3/20,254,4,2,14,1,4
Stanislaus,5/3/20,411,14,33,15,1,7
Sutter,5/3/20,28,2,0,0,0,0
Tehama,5/3/20,1,1,0,0,0,0
Trinity,5/3/20,0,0,0,0,0,0
Tulare,5/3/20,736,40,23,5,6,1
Tuolumne,5/3/20,3,0,0,0,0,0
Unassigned,5/3/20,3,0,0,0,0,0
Ventura,5/3/20,583,19,29,34,8,8
Yolo,5/3/20,171,18,0,0,1,1
Yuba,5/3/20,16,1,0,1,0,1
Alameda,5/4/20,1762,65,73,62,31,15
Alpine,5/4/20,1,0,0,0,0,0
Amador,5/4/20,8,0,0,0,0,0
Butte,5/4/20,16,0,0,1,0,0
Calaveras,5/4/20,13,0,0,1,0,0
Colusa,5/4/20,3,0,0,0,0,0
Contra Costa,5/4/20,949,28,19,32,7,6
Del Norte,5/4/20,3,0,0,0,0,0
El Dorado,5/4/20,51,0,0,3,0,0
Fresno,5/4/20,680,9,47,39,19,6
Glenn,5/4/20,4,0,0,0,0,0
Humboldt,5/4/20,54,0,1,2,0,1
Imperial,5/4/20,351,9,47,9,16,0
Inyo,5/4/20,20,1,0,1,0,0
Kern,5/4/20,1047,10,36,12,21,2
Kings,5/4/20,153,1,9,1,2,0
Lake,5/4/20,7,0,0,4,0,0
Lassen,5/4/20,0,0,0,0,0,0
Los Angeles,5/4/20,26243,1256,1828,543,581,95
Madera,5/4/20,52,2,1,0,0,0
Marin,5/4/20,244,13,1,7,0,3
Mariposa,5/4/20,13,0,0,0,0,0
Mendocino,5/4/20,10,0,0,0,0,0
Merced,5/4/20,138,3,6,6,4,1
Modoc,5/4/20,0,0,0,0,0,0
Mono,5/4/20,25,1,0,0,0,0
Monterey,5/4/20,237,6,5,0,3,0
Napa,5/4/20,72,2,0,0,0,1
Nevada,5/4/20,41,1,0,1,0,0
Orange,5/4/20,2931,57,214,80,71,17
Placer,5/4/20,162,8,11,6,1,0
Plumas,5/4/20,4,0,0,2,0,0
Riverside,5/4/20,4221,184,216,107,75,29
Sacramento,5/4/20,1119,47,27,23,16,5
San Benito,5/4/20,49,2,0,0,0,0
San Bernardino,5/4/20,2184,99,156,103,58,11
San Diego,5/4/20,4022,162,300,54,124,11
San Francisco,5/4/20,1760,31,84,10,26,0
San Joaquin,5/4/20,574,26,19,14,8,6
San Luis Obispo,5/4/20,202,1,3,8,2,2
San Mateo,5/4/20,1313,53,45,14,13,0
Santa Barbara,5/4/20,524,9,29,10,15,3
Santa Clara,5/4/20,2238,119,90,33,37,5
Santa Cruz,5/4/20,133,2,3,0,0,0
Shasta,5/4/20,31,4,0,0,0,0
Sierra,5/4/20,0,0,0,0,0,0
Siskiyou,5/4/20,5,0,0,0,0,0
Solano,5/4/20,293,6,15,22,8,0
Sonoma,5/4/20,256,4,3,13,1,2
Stanislaus,5/4/20,422,15,34,11,2,3
Sutter,5/4/20,28,2,0,0,0,0
Tehama,5/4/20,1,1,0,0,0,0
Trinity,5/4/20,0,0,0,0,0,0
Tulare,5/4/20,760,40,21,1,6,0
Tuolumne,5/4/20,3,0,0,0,0,0
Unassigned,5/4/20,3,0,0,0,0,0
Ventura,5/4/20,590,19,26,17,9,5
Yolo,5/4/20,171,18,0,0,1,1
Yuba,5/4/20,16,1,0,1,0,1
Alameda,5/5/20,1819,69,76,71,28,14
Alpine,5/5/20,1,0,0,0,0,0
Amador,5/5/20,8,0,0,0,0,0
Butte,5/5/20,19,0,0,0,0,0
Calaveras,5/5/20,13,0,0,0,0,0
Colusa,5/5/20,3,0,0,0,0,0
Contra Costa,5/5/20,976,29,21,48,8,10
Del Norte,5/5/20,3,0,0,0,0,0
El Dorado,5/5/20,54,0,0,4,0,0
Fresno,5/5/20,726,9,49,50,17,10
Glenn,5/5/20,3,0,0,0,0,0
Humboldt,5/5/20,54,0,0,13,0,2
Imperial,5/5/20,389,9,57,1,16,0
Inyo,5/5/20,20,1,0,0,0,0
Kern,5/5/20,1084,11,32,10,20,0
Kings,5/5/20,187,1,12,0,2,0
Lake,5/5/20,7,0,0,2,0,1
Lassen,5/5/20,0,0,0,0,0,0
Los Angeles,5/5/20,27867,1313,1826,544,571,110
Madera,5/5/20,53,2,0,0,0,0
Marin,5/5/20,244,14,1,13,0,3
Mariposa,5/5/20,14,0,0,1,0,0
Mendocino,5/5/20,10,0,0,0,0,0
Merced,5/5/20,141,3,5,5,4,0
Modoc,5/5/20,0,0,0,0,0,0
Mono,5/5/20,25,1,0,0,0,0
Monterey,5/5/20,240,6,4,1,3,0
Napa,5/5/20,74,2,0,2,0,2
Nevada,5/5/20,41,1,0,0,0,0
Orange,5/5/20,3041,61,210,69,70,15
Placer,5/5/20,162,8,11,13,2,0
Plumas,5/5/20,4,0,0,2,0,0
Riverside,5/5/20,4309,190,208,125,84,30
Sacramento,5/5/20,1125,47,25,25,13,6
San Benito,5/5/20,50,2,0,0,0,0
San Bernardino,5/5/20,2345,101,155,105,58,20
San Diego,5/5/20,4162,173,294,69,122,11
San Francisco,5/5/20,1779,31,79,24,27,6
San Joaquin,5/5/20,577,26,18,29,9,8
San Luis Obispo,5/5/20,203,1,3,2,2,1
San Mateo,5/5/20,1335,56,44,14,13,5
Santa Barbara,5/5/20,541,10,31,4,13,2
Santa Clara,5/5/20,2249,123,79,34,36,3
Santa Cruz,5/5/20,134,2,2,1,0,1
Shasta,5/5/20,31,4,0,0,0,0
Sierra,5/5/20,0,0,0,0,0,0
Siskiyou,5/5/20,5,0,0,0,0,0
Solano,5/5/20,299,6,13,16,5,1
Sonoma,5/5/20,263,4,3,13,0,3
Stanislaus,5/5/20,430,15,29,11,3,1
Sutter,5/5/20,29,2,0,0,0,0
Tehama,5/5/20,1,1,0,0,0,0
Trinity,5/5/20,0,0,0,0,0,0
Tulare,5/5/20,869,40,23,1,5,0
Tuolumne,5/5/20,2,0,0,0,0,0
Unassigned,5/5/20,2,0,0,0,0,0
Ventura,5/5/20,607,19,24,24,9,9
Yolo,5/5/20,171,18,0,0,0,0
Yuba,5/5/20,15,1,0,1,0,1
Alameda,5/6/20,1864,69,78,58,34,9
Alpine,5/6/20,1,0,0,0,0,0
Amador,5/6/20,8,0,0,0,0,0
Butte,5/6/20,19,0,0,0,0,0
Calaveras,5/6/20,13,0,0,0,0,0
Colusa,5/6/20,3,0,0,0,0,0
Contra Costa,5/6/20,990,29,16,51,7,13
Del Norte,5/6/20,3,0,0,0,0,0
El Dorado,5/6/20,53,0,0,4,0,0
Fresno,5/6/20,773,9,47,47,17,5
Glenn,5/6/20,3,0,0,0,0,0
Humboldt,5/6/20,54,0,1,6,0,2
Imperial,5/6/20,399,10,62,1,19,0
Inyo,5/6/20,20,1,0,0,0,0
Kern,5/6/20,1112,14,34,7,18,0
Kings,5/6/20,208,1,13,0,2,0
Lake,5/6/20,7,0,0,3,0,1
Lassen,5/6/20,0,0,0,1,0,0
Los Angeles,5/6/20,28687,1367,1790,502,558,99
Madera,5/6/20,55,2,0,0,0,0
Marin,5/6/20,244,14,3,14,2,1
Mariposa,5/6/20,14,0,0,1,0,0
Mendocino,5/6/20,10,0,0,0,0,0
Merced,5/6/20,140,3,6,3,4,2
Modoc,5/6/20,0,0,0,0,0,0
Mono,5/6/20,26,1,1,0,0,0
Monterey,5/6/20,246,6,4,2,3,0
Napa,5/6/20,78,2,1,1,1,0
Nevada,5/6/20,41,1,0,0,0,1
Orange,5/6/20,3156,65,216,63,71,14
Placer,5/6/20,164,8,9,21,3,3
Plumas,5/6/20,4,0,0,2,0,0
Riverside,5/6/20,4535,194,197,99,81,28
Sacramento,5/6/20,1135,48,27,40,12,7
San Benito,5/6/20,50,2,0,0,0,0
San Bernardino,5/6/20,2426,104,167,69,51,14
San Diego,5/6/20,4321,186,308,71,120,14
San Francisco,5/6/20,1804,31,76,12,26,4
San Joaquin,5/6/20,581,27,17,29,8,9
San Luis Obispo,5/6/20,207,1,2,2,2,2
San Mateo,5/6/20,1348,56,43,18,12,2
Santa Barbara,5/6/20,565,11,30,6,13,1
Santa Clara,5/6/20,2270,126,73,38,36,4
Santa Cruz,5/6/20,135,2,2,1,0,1
Shasta,5/6/20,31,4,0,0,0,0
Sierra,5/6/20,0,0,0,0,0,0
Siskiyou,5/6/20,5,0,0,0,0,0
Solano,5/6/20,300,7,12,18,6,2
Sonoma,5/6/20,269,4,4,13,1,2
Stanislaus,5/6/20,434,17,27,11,2,1
Sutter,5/6/20,29,2,0,0,0,0
Tehama,5/6/20,1,1,0,0,0,0
Trinity,5/6/20,0,0,0,0,0,0
Tulare,5/6/20,963,41,25,3,5,0
Tuolumne,5/6/20,2,0,0,0,0,0
Unassigned,5/6/20,2,0,0,0,0,0
Ventura,5/6/20,619,19,28,23,11,8
Yolo,5/6/20,172,18,0,1,0,0
Yuba,5/6/20,15,1,0,0,0,0
Alameda,5/7/20,1914,69,75,61,34,9
Alpine,5/7/20,1,0,0,0,0,0
Amador,5/7/20,8,0,0,0,0,0
Butte,5/7/20,19,0,1,1,0,0
Calaveras,5/7/20,13,0,0,0,0,0
Colusa,5/7/20,3,0,1,0,0,0
Contra Costa,5/7/20,1005,29,20,45,7,12
Del Norte,5/7/20,3,0,0,1,0,0
El Dorado,5/7/20,54,0,0,2,0,0
Fresno,5/7/20,812,9,49,39,15,3
Glenn,5/7/20,5,0,0,0,0,0
Humboldt,5/7/20,54,0,1,5,0,0
Imperial,5/7/20,442,11,58,1,18,1
Inyo,5/7/20,20,1,0,0,0,0
Kern,5/7/20,1176,15,33,3,19,1
Kings,5/7/20,219,1,14,0,3,0
Lake,5/7/20,7,0,0,0,0,0
Lassen,5/7/20,0,0,0,0,0,0
Los Angeles,5/7/20,29544,1418,1771,552,548,90
Madera,5/7/20,54,2,1,0,0,0
Marin,5/7/20,252,14,3,10,2,0
Mariposa,5/7/20,15,0,0,1,0,0
Mendocino,5/7/20,10,0,0,0,0,0
Merced,5/7/20,146,3,5,3,4,0
Modoc,5/7/20,0,0,0,0,0,0
Mono,5/7/20,26,1,0,0,0,0
Monterey,5/7/20,249,6,4,1,3,0
Napa,5/7/20,78,2,1,1,1,0
Nevada,5/7/20,41,1,0,0,0,0
Orange,5/7/20,3283,66,222,77,78,16
Placer,5/7/20,165,8,8,23,2,3
Plumas,5/7/20,4,0,0,0,0,0
Riverside,5/7/20,4608,203,194,76,79,20
Sacramento,5/7/20,1139,49,19,32,12,7
San Benito,5/7/20,50,2,0,0,0,0
San Bernardino,5/7/20,2522,110,153,73,51,12
San Diego,5/7/20,4431,189,312,75,123,16
San Francisco,5/7/20,1852,32,72,21,30,1
San Joaquin,5/7/20,583,28,13,25,6,6
San Luis Obispo,5/7/20,209,1,2,4,2,1
San Mateo,5/7/20,1398,57,37,14,11,2
Santa Barbara,5/7/20,720,11,27,12,11,3
Santa Clara,5/7/20,2281,127,70,37,32,3
Santa Cruz,5/7/20,136,2,3,1,0,0
Shasta,5/7/20,31,4,0,0,0,0
Sierra,5/7/20,0,0,0,0,0,0
Siskiyou,5/7/20,5,0,0,3,0,2
Solano,5/7/20,307,7,10,15,7,3
Sonoma,5/7/20,282,4,2,11,1,2
Stanislaus,5/7/20,466,19,25,14,1,4
Sutter,5/7/20,29,2,0,0,0,0
Tehama,5/7/20,1,1,0,0,0,0
Trinity,5/7/20,0,0,0,0,0,0
Tulare,5/7/20,1001,43,11,0,5,0
Tuolumne,5/7/20,2,0,0,0,0,0
Unassigned,5/7/20,2,0,0,0,0,0
Ventura,5/7/20,647,19,33,25,13,7
Yolo,5/7/20,172,18,0,0,0,0
Yuba,5/7/20,16,1,0,0,0,0
Alameda,5/8/20,1955,72,80,56,38,8
Alpine,5/8/20,1,0,0,0,0,0
Amador,5/8/20,8,0,0,0,0,0
Butte,5/8/20,18,0,1,1,0,0
Calaveras,5/8/20,13,0,0,0,0,0
Colusa,5/8/20,3,0,1,1,0,1
Contra Costa,5/8/20,1024,29,21,61,7,14
Del Norte,5/8/20,3,0,0,1,0,1
El Dorado,5/8/20,54,0,0,4,0,0
Fresno,5/8/20,838,9,50,31,15,4
Glenn,5/8/20,6,0,0,0,0,0
Humboldt,5/8/20,54,0,1,5,0,0
Imperial,5/8/20,467,11,66,4,19,0
Inyo,5/8/20,20,1,1,0,0,0
Kern,5/8/20,1214,16,32,7,22,1
Kings,5/8/20,236,1,14,1,3,1
Lake,5/8/20,7,0,0,1,0,0
Lassen,5/8/20,0,0,0,1,0,0
Los Angeles,5/8/20,30357,1468,1766,510,535,82
Madera,5/8/20,57,2,1,0,0,0
Marin,5/8/20,257,14,3,4,2,0
Mariposa,5/8/20,15,0,0,1,0,0
Mendocino,5/8/20,10,0,0,0,0,0
Merced,5/8/20,151,3,7,1,5,0
Modoc,5/8/20,0,0,0,0,0,0
Mono,5/8/20,27,1,0,0,0,0
Monterey,5/8/20,265,6,7,2,3,0
Napa,5/8/20,78,2,1,0,1,0
Nevada,5/8/20,41,1,0,0,0,0
Orange,5/8/20,3395,72,222,77,77,22
Placer,5/8/20,166,8,9,17,2,1
Plumas,5/8/20,4,0,0,0,0,0
Riverside,5/8/20,4672,210,189,88,77,27
Sacramento,5/8/20,1145,51,17,34,11,5
San Benito,5/8/20,51,2,0,0,0,0
San Bernardino,5/8/20,2631,119,142,78,52,11
San Diego,5/8/20,4664,194,334,73,129,15
San Francisco,5/8/20,1890,33,71,32,28,7
San Joaquin,5/8/20,595,28,15,32,6,8
San Luis Obispo,5/8/20,210,1,1,3,1,2
San Mateo,5/8/20,1423,62,33,23,11,3
Santa Barbara,5/8/20,1054,11,32,4,11,2
Santa Clara,5/8/20,2285,130,69,26,29,5
Santa Cruz,5/8/20,137,2,4,0,0,0
Shasta,5/8/20,31,4,0,0,0,0
Sierra,5/8/20,0,0,0,0,0,0
Siskiyou,5/8/20,5,0,0,3,0,2
Solano,5/8/20,314,7,10,23,7,0
Sonoma,5/8/20,285,4,2,15,1,4
Stanislaus,5/8/20,487,19,21,15,3,2
Sutter,5/8/20,30,2,0,0,0,0
Tehama,5/8/20,1,1,0,0,0,0
Trinity,5/8/20,0,0,0,0,0,0
Tulare,5/8/20,1050,44,26,0,7,0
Tuolumne,5/8/20,2,0,0,0,0,0
Unassigned,5/8/20,2,0,0,0,0,0
Ventura,5/8/20,665,19,33,21,13,6
Yolo,5/8/20,172,18,0,0,0,0
Yuba,5/8/20,16,1,0,0,0,0
Alameda,5/9/20,2011,75,81,58,40,11
Alpine,5/9/20,1,0,0,0,0,0
Amador,5/9/20,8,0,0,0,0,0
Butte,5/9/20,18,0,1,2,0,2
Calaveras,5/9/20,13,0,0,2,0,1
Colusa,5/9/20,3,0,0,0,0,0
Contra Costa,5/9/20,1039,32,20,48,8,12
Del Norte,5/9/20,3,0,0,0,0,0
El Dorado,5/9/20,54,0,0,4,0,0
Fresno,5/9/20,861,9,55,43,16,5
Glenn,5/9/20,6,0,0,0,0,0
Humboldt,5/9/20,55,0,1,5,0,0
Imperial,5/9/20,474,12,66,4,19,0
Inyo,5/9/20,20,1,0,0,0,0
Kern,5/9/20,1262,16,36,15,25,2
Kings,5/9/20,264,1,12,6,4,0
Lake,5/9/20,7,0,0,0,0,0
Lassen,5/9/20,0,0,0,1,0,0
Los Angeles,5/9/20,31268,1512,1690,531,493,82
Madera,5/9/20,61,2,1,0,0,0
Marin,5/9/20,261,14,4,9,2,2
Mariposa,5/9/20,15,0,0,1,0,0
Mendocino,5/9/20,10,0,0,0,0,0
Merced,5/9/20,153,3,5,6,4,2
Modoc,5/9/20,0,0,0,0,0,0
Mono,5/9/20,27,1,0,0,0,0
Monterey,5/9/20,273,6,9,1,3,0
Napa,5/9/20,78,2,1,1,1,0
Nevada,5/9/20,41,1,0,0,0,0
Orange,5/9/20,3506,75,228,72,85,19
Placer,5/9/20,168,8,8,29,2,1
Plumas,5/9/20,4,0,0,1,0,0
Riverside,5/9/20,4871,212,190,120,73,30
Sacramento,5/9/20,1150,52,18,35,12,5
San Benito,5/9/20,52,2,0,0,0,0
San Bernardino,5/9/20,2825,121,145,86,55,13
San Diego,5/9/20,4778,194,338,58,134,9
San Francisco,5/9/20,1944,34,68,29,28,4
San Joaquin,5/9/20,605,28,16,28,4,7
San Luis Obispo,5/9/20,213,1,3,3,3,1
San Mateo,5/9/20,1453,65,32,26,12,4
Santa Barbara,5/9/20,1245,11,28,4,11,1
Santa Clara,5/9/20,2317,130,66,36,28,5
Santa Cruz,5/9/20,138,2,3,0,0,0
Shasta,5/9/20,31,4,0,0,0,0
Sierra,5/9/20,0,0,0,0,0,0
Siskiyou,5/9/20,5,0,0,0,0,0
Solano,5/9/20,321,7,11,24,7,2
Sonoma,5/9/20,288,4,3,12,2,3
Stanislaus,5/9/20,491,20,18,11,3,3
Sutter,5/9/20,31,2,0,0,0,0
Tehama,5/9/20,1,1,0,0,0,0
Trinity,5/9/20,1,0,0,0,0,0
Tulare,5/9/20,1083,47,28,2,9,0
Tuolumne,5/9/20,2,0,0,0,0,0
Unassigned,5/9/20,3,0,0,0,0,0
Ventura,5/9/20,679,19,33,24,13,4
Yolo,5/9/20,172,18,0,0,1,1
Yuba,5/9/20,17,1,0,0,0,0
Alameda,5/10/20,2047,75,77,46,40,4
Alpine,5/10/20,1,0,0,0,0,0
Amador,5/10/20,8,0,0,0,0,0
Butte,5/10/20,18,0,1,2,0,1
Calaveras,5/10/20,13,0,0,0,0,0
Colusa,5/10/20,3,0,0,0,0,0
Contra Costa,5/10/20,1046,31,18,43,7,9
Del Norte,5/10/20,3,0,0,0,0,0
El Dorado,5/10/20,55,0,0,2,0,0
Fresno,5/10/20,894,9,53,45,22,9
Glenn,5/10/20,6,0,0,0,0,0
Humboldt,5/10/20,56,0,2,4,0,0
Imperial,5/10/20,509,12,63,1,17,0
Inyo,5/10/20,20,1,0,0,0,0
Kern,5/10/20,1300,16,37,14,27,2
Kings,5/10/20,266,1,12,5,4,0
Lake,5/10/20,7,0,0,1,0,0
Lassen,5/10/20,0,0,0,1,0,0
Los Angeles,5/10/20,31711,1530,1731,539,498,90
Madera,5/10/20,65,2,1,1,0,0
Marin,5/10/20,267,14,4,13,2,3
Mariposa,5/10/20,15,0,0,0,0,0
Mendocino,5/10/20,10,0,0,0,0,0
Merced,5/10/20,154,3,6,0,4,0
Modoc,5/10/20,0,0,0,0,0,0
Mono,5/10/20,27,1,0,0,0,0
Monterey,5/10/20,282,6,9,0,3,0
Napa,5/10/20,79,3,2,0,2,0
Nevada,5/10/20,41,1,0,1,0,0
Orange,5/10/20,3627,76,230,78,81,21
Placer,5/10/20,168,8,8,19,2,2
Plumas,5/10/20,4,0,0,1,0,0
Riverside,5/10/20,4951,215,199,117,73,29
Sacramento,5/10/20,1152,52,18,37,11,7
San Benito,5/10/20,52,2,0,0,0,0
San Bernardino,5/10/20,2910,121,144,83,53,12
San Diego,5/10/20,4928,194,334,56,134,8
San Francisco,5/10/20,1953,34,66,25,25,9
San Joaquin,5/10/20,611,29,15,28,2,8
San Luis Obispo,5/10/20,218,1,3,2,2,0
San Mateo,5/10/20,1463,65,29,23,12,5
Santa Barbara,5/10/20,1323,11,26,4,11,1
Santa Clara,5/10/20,2331,130,66,45,28,4
Santa Cruz,5/10/20,139,2,3,0,0,0
Shasta,5/10/20,31,4,0,0,1,0
Sierra,5/10/20,0,0,0,0,0,0
Siskiyou,5/10/20,5,0,0,0,0,0
Solano,5/10/20,322,7,14,22,8,1
Sonoma,5/10/20,290,4,5,7,2,2
Stanislaus,5/10/20,498,21,17,10,1,3
Sutter,5/10/20,31,2,0,0,0,0
Tehama,5/10/20,1,1,0,0,0,0
Trinity,5/10/20,1,0,0,0,0,0
Tulare,5/10/20,1143,48,27,2,8,0
Tuolumne,5/10/20,2,0,0,0,0,0
Unassigned,5/10/20,2,0,0,0,0,0
Ventura,5/10/20,690,19,28,24,12,5
Yolo,5/10/20,173,18,0,0,1,1
Yuba,5/10/20,17,1,0,0,0,0
Alameda,5/11/20,2103,75,78,53,36,13
